field,band,peak,snr_value
SPLUS-n08s43.fits,J0861,16.796995,50
SPLUS-n08s43.fits,i,20.757858,3
SPLUS-n08s43.fits,i,19.988058,5
SPLUS-n08s43.fits,i,19.275507,10
SPLUS-n08s43.fits,i,17.873884,50
SPLUS-n08s43.fits,r,21.228628,3
SPLUS-n08s43.fits,r,20.165237,5
SPLUS-n08s43.fits,r,19.421753,10
SPLUS-n08s43.fits,r,18.253403,50
SPLUS-n08s43.fits,u,21.006567,3
SPLUS-n08s43.fits,u,20.139435,5
SPLUS-n08s43.fits,u,19.824116,10
SPLUS-n08s43.fits,u,17.774534,50
SPLUS-n08s43.fits,z,20.228165,3
SPLUS-n08s43.fits,z,19.32681,5
SPLUS-n08s43.fits,z,18.95972,10
SPLUS-n08s43.fits,z,17.22248,50
SPLUS-n08s43.fits,g,20.98654,3
SPLUS-n08s43.fits,g,20.358322,5
SPLUS-n08s43.fits,g,19.528448,10
SPLUS-n08s43.fits,g,17.989136,50
SPLUS-s17s11.fits,J0378,19.781971,3
SPLUS-s17s11.fits,J0378,18.300148,5
SPLUS-s17s11.fits,J0378,17.67105,10
SPLUS-s17s11.fits,J0378,16.109093,50
SPLUS-s17s11.fits,J0395,19.132084,3
SPLUS-s17s11.fits,J0395,17.863678,5
SPLUS-s17s11.fits,J0395,17.488365,10
SPLUS-s17s11.fits,J0395,16.045238,50
SPLUS-s17s11.fits,J0410,18.740839,3
SPLUS-s17s11.fits,J0410,18.73511,5
SPLUS-s17s11.fits,J0410,17.819172,10
SPLUS-s17s11.fits,J0410,16.104515,50
SPLUS-s17s11.fits,J0430,19.315102,3
SPLUS-s17s11.fits,J0430,17.76036,5
SPLUS-s17s11.fits,J0430,17.771564,10
SPLUS-s17s11.fits,J0430,16.03738,50
SPLUS-s17s11.fits,J0515,19.38069,3
SPLUS-s17s11.fits,J0515,18.593264,5
SPLUS-s17s11.fits,J0515,18.485287,10
SPLUS-s17s11.fits,J0515,16.47797,50
SPLUS-s17s11.fits,J0660,20.924828,3
SPLUS-s17s11.fits,J0660,19.968258,5
SPLUS-s17s11.fits,J0660,18.945667,10
SPLUS-s17s11.fits,J0660,16.855297,50
SPLUS-s17s11.fits,J0861,19.286478,3
SPLUS-s17s11.fits,J0861,18.765842,5
SPLUS-s17s11.fits,J0861,17.674236,10
SPLUS-s17s11.fits,J0861,16.104189,50
SPLUS-s17s11.fits,i,20.749655,3
SPLUS-s17s11.fits,i,19.99224,5
SPLUS-s17s11.fits,i,19.092293,10
SPLUS-s17s11.fits,i,17.382538,50
SPLUS-s17s11.fits,r,20.85886,3
SPLUS-s17s11.fits,r,20.047638,5
SPLUS-s17s11.fits,r,19.40438,10
SPLUS-s17s11.fits,r,17.88609,50
SPLUS-s17s11.fits,u,20.004444,3
SPLUS-s17s11.fits,u,19.239353,5
SPLUS-s17s11.fits,u,18.329594,10
SPLUS-s17s11.fits,u,16.996008,50
SPLUS-s17s11.fits,z,20.152397,3
SPLUS-s17s11.fits,z,19.214329,5
SPLUS-s17s11.fits,z,18.230099,10
SPLUS-s17s11.fits,z,16.860119,50
SPLUS-s17s11.fits,g,20.333061,3
SPLUS-s17s11.fits,g,19.717289,5
SPLUS-s17s11.fits,g,19.108784,10
SPLUS-s17s11.fits,g,17.720675,50
SPLUS-s30s47.fits,J0378,20.344938,3
SPLUS-s30s47.fits,J0378,19.694126,5
SPLUS-s30s47.fits,J0378,18.680134,10
SPLUS-s30s47.fits,J0378,17.214237,50
SPLUS-s30s47.fits,J0395,20.23513,3
SPLUS-s30s47.fits,J0395,19.455086,5
SPLUS-s30s47.fits,J0395,18.921576,10
SPLUS-s30s47.fits,J0395,16.601181,50
SPLUS-s30s47.fits,J0410,20.158726,3
SPLUS-s30s47.fits,J0410,19.679907,5
SPLUS-s30s47.fits,J0410,18.859753,10
SPLUS-s30s47.fits,J0410,16.4934,50
SPLUS-s30s47.fits,J0430,20.1697,3
SPLUS-s30s47.fits,J0430,19.642925,5
SPLUS-s30s47.fits,J0430,18.73241,10
SPLUS-s30s47.fits,J0430,17.135708,50
SPLUS-s30s47.fits,J0515,20.512781,3
SPLUS-s30s47.fits,J0515,19.912445,5
SPLUS-s30s47.fits,J0515,18.553947,10
SPLUS-s30s47.fits,J0515,16.8694,50
SPLUS-s30s47.fits,J0660,20.939709,3
SPLUS-s30s47.fits,J0660,20.376194,5
SPLUS-s30s47.fits,J0660,19.594288,10
SPLUS-s30s47.fits,J0660,17.699131,50
SPLUS-s30s47.fits,J0861,20.091127,3
SPLUS-s30s47.fits,J0861,19.565125,5
SPLUS-s30s47.fits,J0861,18.963816,10
SPLUS-s30s47.fits,J0861,16.985249,50
SPLUS-s30s47.fits,i,21.164398,3
SPLUS-s30s47.fits,i,20.379017,5
SPLUS-s30s47.fits,i,19.377197,10
SPLUS-s30s47.fits,i,18.031347,50
SPLUS-s30s47.fits,r,21.248585,3
SPLUS-s30s47.fits,r,20.701948,5
SPLUS-s30s47.fits,r,20.027954,10
SPLUS-s30s47.fits,r,18.270798,50
SPLUS-s30s47.fits,u,20.965025,3
SPLUS-s30s47.fits,u,19.32993,5
SPLUS-s30s47.fits,u,19.318605,10
SPLUS-s30s47.fits,u,17.49887,50
SPLUS-s30s47.fits,z,20.086542,3
SPLUS-s30s47.fits,z,19.388664,5
SPLUS-s30s47.fits,z,18.89038,10
SPLUS-s30s47.fits,z,17.101713,50
SPLUS-s30s47.fits,g,21.351788,3
SPLUS-s30s47.fits,g,20.797089,5
SPLUS-s30s47.fits,g,19.262856,10
SPLUS-s30s47.fits,g,18.200375,50
SPLUS-s20s24.fits,J0378,20.92553,3
SPLUS-s20s24.fits,J0378,20.293053,5
SPLUS-s20s24.fits,J0378,19.567593,10
SPLUS-s20s24.fits,J0378,17.110558,50
SPLUS-s20s24.fits,J0395,20.502531,3
SPLUS-s20s24.fits,J0395,19.552555,5
SPLUS-s20s24.fits,J0395,18.675653,10
SPLUS-s20s24.fits,J0395,16.994926,50
SPLUS-s20s24.fits,J0410,20.687687,3
SPLUS-s20s24.fits,J0410,19.91492,5
SPLUS-s20s24.fits,J0410,19.200962,10
SPLUS-s20s24.fits,J0410,17.218758,50
SPLUS-s20s24.fits,J0430,20.818466,3
SPLUS-s20s24.fits,J0430,20.157467,5
SPLUS-s20s24.fits,J0430,19.032326,10
SPLUS-s20s24.fits,J0430,17.171238,50
SPLUS-s20s24.fits,J0515,20.811775,3
SPLUS-s20s24.fits,J0515,20.201994,5
SPLUS-s20s24.fits,J0515,19.450233,10
SPLUS-s20s24.fits,J0515,17.287277,50
SPLUS-s20s24.fits,J0660,21.421333,3
SPLUS-s20s24.fits,J0660,20.4356,5
SPLUS-s20s24.fits,J0660,19.528313,10
SPLUS-s20s24.fits,J0660,17.982475,50
SPLUS-s20s24.fits,J0861,20.178427,3
SPLUS-s20s24.fits,J0861,19.702942,5
SPLUS-s20s24.fits,J0861,18.54712,10
SPLUS-s20s24.fits,J0861,17.376041,50
SPLUS-s20s24.fits,i,21.085064,3
SPLUS-s20s24.fits,i,20.301622,5
SPLUS-s20s24.fits,i,19.628864,10
SPLUS-s20s24.fits,i,18.249313,50
SPLUS-s20s24.fits,r,21.539421,3
SPLUS-s20s24.fits,r,20.748209,5
SPLUS-s20s24.fits,r,19.807642,10
SPLUS-s20s24.fits,r,18.401833,50
SPLUS-s20s24.fits,u,20.80109,3
SPLUS-s20s24.fits,u,20.81173,5
SPLUS-s20s24.fits,u,20.057793,10
SPLUS-s20s24.fits,u,17.503067,50
SPLUS-s20s24.fits,z,20.310848,3
SPLUS-s20s24.fits,z,19.432695,5
SPLUS-s20s24.fits,z,19.18319,10
SPLUS-s20s24.fits,z,17.304642,50
SPLUS-s20s24.fits,g,21.632046,3
SPLUS-s20s24.fits,g,21.23582,5
SPLUS-s20s24.fits,g,20.365707,10
SPLUS-s20s24.fits,g,18.412033,50
SPLUS-s42s51.fits,J0378,19.892319,3
SPLUS-s42s51.fits,J0378,18.180668,5
SPLUS-s42s51.fits,J0378,17.7775,10
SPLUS-s42s51.fits,J0378,16.678673,50
SPLUS-s42s51.fits,J0395,19.418472,3
SPLUS-s42s51.fits,J0395,18.710056,5
SPLUS-s42s51.fits,J0395,17.654526,10
SPLUS-s42s51.fits,J0395,16.23007,50
SPLUS-s42s51.fits,J0410,19.347225,3
SPLUS-s42s51.fits,J0410,18.991676,5
SPLUS-s42s51.fits,J0410,17.801865,10
SPLUS-s42s51.fits,J0410,16.240416,50
SPLUS-s42s51.fits,J0430,19.478512,3
SPLUS-s42s51.fits,J0430,19.092083,5
SPLUS-s42s51.fits,J0430,18.078934,10
SPLUS-s42s51.fits,J0430,16.379147,50
SPLUS-s42s51.fits,J0515,19.77815,3
SPLUS-s42s51.fits,J0515,19.301346,5
SPLUS-s42s51.fits,J0515,18.474525,10
SPLUS-s42s51.fits,J0515,16.655563,50
SPLUS-s42s51.fits,J0660,20.949528,3
SPLUS-s42s51.fits,J0660,20.129246,5
SPLUS-s42s51.fits,J0660,19.183632,10
SPLUS-s42s51.fits,J0660,17.74036,50
SPLUS-s42s51.fits,J0861,19.807602,3
SPLUS-s42s51.fits,J0861,18.72564,5
SPLUS-s42s51.fits,J0861,18.305155,10
SPLUS-s42s51.fits,J0861,16.552301,50
SPLUS-s42s51.fits,i,20.420193,3
SPLUS-s42s51.fits,i,19.952652,5
SPLUS-s42s51.fits,i,18.973217,10
SPLUS-s42s51.fits,i,17.374409,50
SPLUS-s42s51.fits,r,21.052692,3
SPLUS-s42s51.fits,r,20.443066,5
SPLUS-s42s51.fits,r,19.519573,10
SPLUS-s42s51.fits,r,17.838566,50
SPLUS-s42s51.fits,u,20.265179,3
SPLUS-s42s51.fits,u,18.477425,5
SPLUS-s42s51.fits,u,18.472488,10
SPLUS-s42s51.fits,u,17.037708,50
SPLUS-s42s51.fits,z,19.651188,3
SPLUS-s42s51.fits,z,19.23405,5
SPLUS-s42s51.fits,z,18.4319,10
SPLUS-s42s51.fits,z,16.835722,50
SPLUS-s42s51.fits,g,20.857048,3
SPLUS-s42s51.fits,g,20.22303,5
SPLUS-s42s51.fits,g,19.169529,10
SPLUS-s42s51.fits,g,17.935795,50
SPLUS-n04n53.fits,J0378,19.948156,3
SPLUS-n04n53.fits,J0378,18.834978,5
SPLUS-n04n53.fits,J0378,18.801695,10
SPLUS-n04n53.fits,J0378,16.184046,50
SPLUS-n04n53.fits,J0395,19.65897,3
SPLUS-n04n53.fits,J0395,18.88024,5
SPLUS-n04n53.fits,J0395,16.790085,10
SPLUS-n04n53.fits,J0395,16.278202,50
SPLUS-n04n53.fits,J0410,19.489939,3
SPLUS-n04n53.fits,J0410,19.231178,5
SPLUS-n04n53.fits,J0410,18.374376,10
SPLUS-n04n53.fits,J0410,16.248898,50
SPLUS-n04n53.fits,J0430,19.102188,3
SPLUS-n04n53.fits,J0430,19.052437,5
SPLUS-n04n53.fits,J0430,18.127625,10
SPLUS-n04n53.fits,J0430,16.295662,50
SPLUS-n04n53.fits,J0515,19.559856,3
SPLUS-n04n53.fits,J0515,19.09343,5
SPLUS-n04n53.fits,J0515,18.610905,10
SPLUS-n04n53.fits,J0515,16.881256,50
SPLUS-n04n53.fits,J0660,20.731182,3
SPLUS-n04n53.fits,J0660,19.756,5
SPLUS-n04n53.fits,J0660,18.907291,10
SPLUS-n04n53.fits,J0660,17.697872,50
SPLUS-n04n53.fits,J0861,19.5225,3
SPLUS-n04n53.fits,J0861,18.783157,5
SPLUS-n04n53.fits,J0861,17.885206,10
SPLUS-n04n53.fits,J0861,16.206453,50
SPLUS-n04n53.fits,i,20.395336,3
SPLUS-n04n53.fits,i,19.577028,5
SPLUS-n04n53.fits,i,18.752579,10
SPLUS-n04n53.fits,i,17.388065,50
SPLUS-n04n53.fits,r,20.826181,3
SPLUS-n04n53.fits,r,19.91109,5
SPLUS-n04n53.fits,r,18.967186,10
SPLUS-n04n53.fits,r,17.755219,50
SPLUS-n04n53.fits,u,20.37878,3
SPLUS-n04n53.fits,u,19.829466,5
SPLUS-n04n53.fits,u,18.89167,10
SPLUS-n04n53.fits,u,16.612442,50
SPLUS-n04n53.fits,z,20.008976,3
SPLUS-n04n53.fits,z,19.113556,5
SPLUS-n04n53.fits,z,18.412647,10
SPLUS-n04n53.fits,z,16.651415,50
SPLUS-n04n53.fits,g,20.546255,3
SPLUS-n04n53.fits,g,20.188639,5
SPLUS-n04n53.fits,g,19.54066,10
SPLUS-n04n53.fits,g,17.85233,50
SPLUS-s33s43.fits,J0378,20.317764,3
SPLUS-s33s43.fits,J0378,19.807299,5
SPLUS-s33s43.fits,J0378,19.050268,10
SPLUS-s33s43.fits,J0378,16.873594,50
SPLUS-s33s43.fits,J0395,19.19405,3
SPLUS-s33s43.fits,J0395,19.197968,5
SPLUS-s33s43.fits,J0395,17.80608,10
SPLUS-s33s43.fits,J0395,16.324022,50
SPLUS-s33s43.fits,J0410,19.951159,3
SPLUS-s33s43.fits,J0410,19.373932,5
SPLUS-s33s43.fits,J0410,18.642155,10
SPLUS-s33s43.fits,J0410,16.056026,50
SPLUS-s33s43.fits,J0430,19.7265,3
SPLUS-s33s43.fits,J0430,19.422434,5
SPLUS-s33s43.fits,J0430,18.692219,10
SPLUS-s33s43.fits,J0430,16.559202,50
SPLUS-s33s43.fits,J0515,19.8321,3
SPLUS-s33s43.fits,J0515,19.529518,5
SPLUS-s33s43.fits,J0515,18.763885,10
SPLUS-s33s43.fits,J0515,16.974373,50
SPLUS-s33s43.fits,J0660,20.710407,3
SPLUS-s33s43.fits,J0660,19.683996,5
SPLUS-s33s43.fits,J0660,19.27541,10
SPLUS-s33s43.fits,J0660,17.504803,50
SPLUS-s33s43.fits,J0861,19.202827,3
SPLUS-s33s43.fits,J0861,18.781101,5
SPLUS-s33s43.fits,J0861,18.153463,10
SPLUS-s33s43.fits,J0861,16.451681,50
SPLUS-s33s43.fits,i,20.384657,3
SPLUS-s33s43.fits,i,19.743843,5
SPLUS-s33s43.fits,i,18.687672,10
SPLUS-s33s43.fits,i,17.282259,50
SPLUS-s33s43.fits,r,20.927273,3
SPLUS-s33s43.fits,r,20.238922,5
SPLUS-s33s43.fits,r,19.142544,10
SPLUS-s33s43.fits,r,17.783478,50
SPLUS-s33s43.fits,u,20.64639,3
SPLUS-s33s43.fits,u,20.16797,5
SPLUS-s33s43.fits,u,18.479725,10
SPLUS-s33s43.fits,u,17.628714,50
SPLUS-s33s43.fits,z,19.654257,3
SPLUS-s33s43.fits,z,19.040085,5
SPLUS-s33s43.fits,z,18.466225,10
SPLUS-s33s43.fits,z,16.416176,50
SPLUS-s33s43.fits,g,21.200075,3
SPLUS-s33s43.fits,g,20.552303,5
SPLUS-s33s43.fits,g,18.764246,10
SPLUS-s33s43.fits,g,18.04031,50
SPLUS-n13s14.fits,J0378,19.748968,3
SPLUS-n13s14.fits,J0378,19.121727,5
SPLUS-n13s14.fits,J0378,18.18935,10
SPLUS-n13s14.fits,J0378,16.203009,50
SPLUS-n13s14.fits,J0395,18.98761,3
SPLUS-n13s14.fits,J0395,18.287151,5
SPLUS-n13s14.fits,J0395,17.335773,10
SPLUS-n13s14.fits,J0395,16.009325,50
SPLUS-n13s14.fits,J0410,19.298573,3
SPLUS-n13s14.fits,J0410,17.582668,5
SPLUS-n13s14.fits,J0410,17.558,10
SPLUS-n13s14.fits,J0410,16.015495,50
SPLUS-n13s14.fits,J0430,19.471275,3
SPLUS-n13s14.fits,J0430,18.6375,5
SPLUS-n13s14.fits,J0430,18.166386,10
SPLUS-n13s14.fits,J0430,16.030922,50
SPLUS-n13s14.fits,J0515,19.230663,3
SPLUS-n13s14.fits,J0515,19.228764,5
SPLUS-n13s14.fits,J0515,18.234314,10
SPLUS-n13s14.fits,J0515,16.304203,50
SPLUS-n13s14.fits,J0660,20.51363,3
SPLUS-n13s14.fits,J0660,19.828856,5
SPLUS-n13s14.fits,J0660,19.005108,10
SPLUS-n13s14.fits,J0660,17.05516,50
SPLUS-n13s14.fits,J0861,19.582975,3
SPLUS-n13s14.fits,J0861,18.789898,5
SPLUS-n13s14.fits,J0861,18.20145,10
SPLUS-n13s14.fits,J0861,16.157297,50
SPLUS-n13s14.fits,i,20.108982,3
SPLUS-n13s14.fits,i,19.392525,5
SPLUS-n13s14.fits,i,18.646793,10
SPLUS-n13s14.fits,i,17.196636,50
SPLUS-n13s14.fits,r,20.72744,3
SPLUS-n13s14.fits,r,19.845375,5
SPLUS-n13s14.fits,r,18.929756,10
SPLUS-n13s14.fits,r,17.498398,50
SPLUS-n13s14.fits,u,19.989046,3
SPLUS-n13s14.fits,u,18.54397,5
SPLUS-n13s14.fits,u,18.525723,10
SPLUS-n13s14.fits,u,16.135141,50
SPLUS-n13s14.fits,z,19.33568,3
SPLUS-n13s14.fits,z,18.86415,5
SPLUS-n13s14.fits,z,18.440136,10
SPLUS-n13s14.fits,z,16.6239,50
SPLUS-n13s14.fits,g,20.08194,3
SPLUS-n13s14.fits,g,19.670893,5
SPLUS-n13s14.fits,g,18.963758,10
SPLUS-n13s14.fits,g,17.407608,50
SPLUS-s39s23.fits,J0378,19.501204,3
SPLUS-s39s23.fits,J0378,18.483246,5
SPLUS-s39s23.fits,J0378,18.2614,10
SPLUS-s39s23.fits,J0378,16.326618,50
SPLUS-s39s23.fits,J0395,19.127987,3
SPLUS-s39s23.fits,J0395,18.414125,5
SPLUS-s39s23.fits,J0395,17.19115,10
SPLUS-s39s23.fits,J0395,16.045105,50
SPLUS-s39s23.fits,J0410,19.280453,3
SPLUS-s39s23.fits,J0410,18.2594,5
SPLUS-s39s23.fits,J0410,17.650436,10
SPLUS-s39s23.fits,J0410,16.034277,50
SPLUS-s39s23.fits,J0430,18.959911,3
SPLUS-s39s23.fits,J0430,18.517868,5
SPLUS-s39s23.fits,J0430,16.958395,10
SPLUS-s39s23.fits,J0430,16.045565,50
SPLUS-s39s23.fits,J0515,19.287678,3
SPLUS-s39s23.fits,J0515,19.081547,5
SPLUS-s39s23.fits,J0515,17.934746,10
SPLUS-s39s23.fits,J0515,16.554781,50
SPLUS-s39s23.fits,J0660,20.38192,3
SPLUS-s39s23.fits,J0660,19.875996,5
SPLUS-s39s23.fits,J0660,18.830292,10
SPLUS-s39s23.fits,J0660,16.865778,50
SPLUS-s39s23.fits,J0861,19.517342,3
SPLUS-s39s23.fits,J0861,18.567467,5
SPLUS-s39s23.fits,J0861,17.744549,10
SPLUS-s39s23.fits,J0861,16.096403,50
SPLUS-s39s23.fits,i,20.730835,3
SPLUS-s39s23.fits,i,19.86811,5
SPLUS-s39s23.fits,i,19.091415,10
SPLUS-s39s23.fits,i,17.308414,50
SPLUS-s39s23.fits,r,20.624226,3
SPLUS-s39s23.fits,r,20.165487,5
SPLUS-s39s23.fits,r,19.212835,10
SPLUS-s39s23.fits,r,17.665794,50
SPLUS-s39s23.fits,u,19.914019,3
SPLUS-s39s23.fits,u,18.341019,5
SPLUS-s39s23.fits,u,18.329214,10
SPLUS-s39s23.fits,u,16.851177,50
SPLUS-s39s23.fits,z,19.678658,3
SPLUS-s39s23.fits,z,18.975874,5
SPLUS-s39s23.fits,z,18.345287,10
SPLUS-s39s23.fits,z,16.728916,50
SPLUS-s39s23.fits,g,20.222271,3
SPLUS-s39s23.fits,g,19.356066,5
SPLUS-s39s23.fits,g,19.384525,10
SPLUS-s39s23.fits,g,17.378735,50
SPLUS-s29s43.fits,J0378,20.099422,3
SPLUS-s29s43.fits,J0378,18.897919,5
SPLUS-s29s43.fits,J0378,18.028185,10
SPLUS-s29s43.fits,J0378,16.825974,50
SPLUS-s29s43.fits,J0395,19.92968,3
SPLUS-s29s43.fits,J0395,19.373993,5
SPLUS-s29s43.fits,J0395,18.469324,10
SPLUS-s29s43.fits,J0395,16.033848,50
SPLUS-s29s43.fits,J0410,20.042854,3
SPLUS-s29s43.fits,J0410,18.441147,5
SPLUS-s29s43.fits,J0410,18.444397,10
SPLUS-s29s43.fits,J0410,16.4485,50
SPLUS-s29s43.fits,J0430,19.869392,3
SPLUS-s29s43.fits,J0430,19.506313,5
SPLUS-s29s43.fits,J0430,18.14639,10
SPLUS-s29s43.fits,J0430,16.582369,50
SPLUS-s29s43.fits,J0515,20.133179,3
SPLUS-s29s43.fits,J0515,19.460682,5
SPLUS-s29s43.fits,J0515,18.6843,10
SPLUS-s29s43.fits,J0515,16.876575,50
SPLUS-s29s43.fits,J0660,21.168053,3
SPLUS-s29s43.fits,J0660,20.337725,5
SPLUS-s29s43.fits,J0660,19.20861,10
SPLUS-s29s43.fits,J0660,17.919313,50
SPLUS-s29s43.fits,J0861,19.950054,3
SPLUS-s29s43.fits,J0861,18.902653,5
SPLUS-s29s43.fits,J0861,18.178366,10
SPLUS-s29s43.fits,J0861,16.651081,50
SPLUS-s29s43.fits,i,21.00172,3
SPLUS-s29s43.fits,i,20.10148,5
SPLUS-s29s43.fits,i,19.251225,10
SPLUS-s29s43.fits,i,17.906296,50
SPLUS-s29s43.fits,r,20.95052,3
SPLUS-s29s43.fits,r,20.262987,5
SPLUS-s29s43.fits,r,19.501692,10
SPLUS-s29s43.fits,r,18.244127,50
SPLUS-s29s43.fits,u,20.47231,3
SPLUS-s29s43.fits,u,19.736378,5
SPLUS-s29s43.fits,u,18.615906,10
SPLUS-s29s43.fits,u,16.975584,50
SPLUS-s29s43.fits,z,20.277748,3
SPLUS-s29s43.fits,z,19.346962,5
SPLUS-s29s43.fits,z,18.68003,10
SPLUS-s29s43.fits,z,17.19511,50
SPLUS-s29s43.fits,g,21.085983,3
SPLUS-s29s43.fits,g,19.630035,5
SPLUS-s29s43.fits,g,19.338398,10
SPLUS-s29s43.fits,g,18.000866,50
SPLUS-n10s38.fits,J0378,20.507729,3
SPLUS-n10s38.fits,J0378,19.634476,5
SPLUS-n10s38.fits,J0378,18.997444,10
SPLUS-n10s38.fits,J0378,16.609055,50
SPLUS-n10s38.fits,J0395,20.084206,3
SPLUS-n10s38.fits,J0395,19.708351,5
SPLUS-n10s38.fits,J0395,18.857975,10
SPLUS-n10s38.fits,J0395,16.953882,50
SPLUS-n10s38.fits,J0410,20.303925,3
SPLUS-n10s38.fits,J0410,19.761482,5
SPLUS-n10s38.fits,J0410,18.610966,10
SPLUS-n10s38.fits,J0410,17.073357,50
SPLUS-n10s38.fits,J0430,20.128632,3
SPLUS-n10s38.fits,J0430,19.546207,5
SPLUS-n10s38.fits,J0430,18.395458,10
SPLUS-n10s38.fits,J0430,16.702854,50
SPLUS-n10s38.fits,J0515,20.435707,3
SPLUS-n10s38.fits,J0515,19.612286,5
SPLUS-n10s38.fits,J0515,18.493244,10
SPLUS-n10s38.fits,J0515,17.406822,50
SPLUS-n10s38.fits,J0660,21.216578,3
SPLUS-n10s38.fits,J0660,20.385391,5
SPLUS-n10s38.fits,J0660,19.697025,10
SPLUS-n10s38.fits,J0660,17.683475,50
SPLUS-n10s38.fits,J0861,19.870695,3
SPLUS-n10s38.fits,J0861,19.256985,5
SPLUS-n10s38.fits,J0861,18.868958,10
SPLUS-n10s38.fits,J0861,16.919672,50
SPLUS-n10s38.fits,i,20.809677,3
SPLUS-n10s38.fits,i,20.08163,5
SPLUS-n10s38.fits,i,19.178272,10
SPLUS-n10s38.fits,i,18.003632,50
SPLUS-n10s38.fits,r,21.16686,3
SPLUS-n10s38.fits,r,20.563932,5
SPLUS-n10s38.fits,r,19.583931,10
SPLUS-n10s38.fits,r,18.188084,50
SPLUS-n10s38.fits,u,20.686085,3
SPLUS-n10s38.fits,u,19.911247,5
SPLUS-n10s38.fits,u,19.277287,10
SPLUS-n10s38.fits,u,17.375412,50
SPLUS-n10s38.fits,z,20.181236,3
SPLUS-n10s38.fits,z,19.565113,5
SPLUS-n10s38.fits,z,18.963707,10
SPLUS-n10s38.fits,z,17.348225,50
SPLUS-n10s38.fits,g,21.138193,3
SPLUS-n10s38.fits,g,20.486042,5
SPLUS-n10s38.fits,g,19.633478,10
SPLUS-n10s38.fits,g,18.279053,50
HYDRA_0150.fits,J0378,21.116478,3
HYDRA_0150.fits,J0378,20.480335,5
HYDRA_0150.fits,J0378,19.617584,10
HYDRA_0150.fits,J0378,17.489197,50
HYDRA_0150.fits,J0395,20.44938,3
HYDRA_0150.fits,J0395,19.746098,5
HYDRA_0150.fits,J0395,19.011671,10
HYDRA_0150.fits,J0395,17.205313,50
HYDRA_0150.fits,J0410,20.73016,3
HYDRA_0150.fits,J0410,20.02945,5
HYDRA_0150.fits,J0410,18.938684,10
HYDRA_0150.fits,J0410,17.234528,50
HYDRA_0150.fits,J0430,20.731323,3
HYDRA_0150.fits,J0430,20.223335,5
HYDRA_0150.fits,J0430,19.077126,10
HYDRA_0150.fits,J0430,17.333591,50
HYDRA_0150.fits,J0515,20.513718,3
HYDRA_0150.fits,J0515,20.515137,5
HYDRA_0150.fits,J0515,19.743938,10
HYDRA_0150.fits,J0515,17.655964,50
HYDRA_0150.fits,J0660,21.132294,3
HYDRA_0150.fits,J0660,20.47832,5
HYDRA_0150.fits,J0660,19.88892,10
HYDRA_0150.fits,J0660,18.473133,50
HYDRA_0150.fits,J0861,20.14254,3
HYDRA_0150.fits,J0861,19.810556,5
HYDRA_0150.fits,J0861,19.116772,10
HYDRA_0150.fits,J0861,17.326794,50
HYDRA_0150.fits,i,21.08813,3
HYDRA_0150.fits,i,20.790255,5
HYDRA_0150.fits,i,19.704773,10
HYDRA_0150.fits,i,18.080242,50
HYDRA_0150.fits,r,21.608894,3
HYDRA_0150.fits,r,20.805107,5
HYDRA_0150.fits,r,20.075438,10
HYDRA_0150.fits,r,18.635323,50
HYDRA_0150.fits,u,21.5759,3
HYDRA_0150.fits,u,20.671804,5
HYDRA_0150.fits,u,20.218641,10
HYDRA_0150.fits,u,18.177944,50
HYDRA_0150.fits,z,20.253511,3
HYDRA_0150.fits,z,20.049278,5
HYDRA_0150.fits,z,19.399446,10
HYDRA_0150.fits,z,17.268055,50
HYDRA_0150.fits,g,21.881824,3
HYDRA_0150.fits,g,21.201887,5
HYDRA_0150.fits,g,20.628647,10
HYDRA_0150.fits,g,18.710413,50
SPLUS-s41s23.fits,J0378,19.469036,3
SPLUS-s41s23.fits,J0378,17.87708,5
SPLUS-s41s23.fits,J0378,17.87708,10
SPLUS-s41s23.fits,J0378,16.285126,50
SPLUS-s41s23.fits,J0395,18.64611,3
SPLUS-s41s23.fits,J0395,18.659887,5
SPLUS-s41s23.fits,J0395,17.916222,10
SPLUS-s41s23.fits,J0395,16.08743,50
SPLUS-s41s23.fits,J0410,19.110432,3
SPLUS-s41s23.fits,J0410,18.458572,5
SPLUS-s41s23.fits,J0410,17.912083,10
SPLUS-s41s23.fits,J0410,16.142365,50
SPLUS-s41s23.fits,J0430,19.124405,3
SPLUS-s41s23.fits,J0430,18.551937,5
SPLUS-s41s23.fits,J0430,17.500355,10
SPLUS-s41s23.fits,J0430,16.039211,50
SPLUS-s41s23.fits,J0515,19.304443,3
SPLUS-s41s23.fits,J0515,18.52731,5
SPLUS-s41s23.fits,J0515,17.993553,10
SPLUS-s41s23.fits,J0515,16.089142,50
SPLUS-s41s23.fits,J0660,20.403416,3
SPLUS-s41s23.fits,J0660,19.643206,5
SPLUS-s41s23.fits,J0660,18.649715,10
SPLUS-s41s23.fits,J0660,17.417612,50
SPLUS-s41s23.fits,J0861,19.271313,3
SPLUS-s41s23.fits,J0861,18.726221,5
SPLUS-s41s23.fits,J0861,17.897316,10
SPLUS-s41s23.fits,J0861,16.488148,50
SPLUS-s41s23.fits,i,20.719696,3
SPLUS-s41s23.fits,i,19.618675,5
SPLUS-s41s23.fits,i,18.867535,10
SPLUS-s41s23.fits,i,17.329134,50
SPLUS-s41s23.fits,r,20.667072,3
SPLUS-s41s23.fits,r,19.965733,5
