field,band,peak,snr_value
SPLUS-n11s22.fits,J0395,19.123016,5
SPLUS-n11s22.fits,J0395,17.484627,10
SPLUS-n11s22.fits,J0395,16.148384,50
SPLUS-n11s22.fits,J0410,19.693771,3
SPLUS-n11s22.fits,J0410,19.134869,5
SPLUS-n11s22.fits,J0410,18.112041,10
SPLUS-n11s22.fits,J0410,16.30681,50
SPLUS-n11s22.fits,J0430,19.32843,3
SPLUS-n11s22.fits,J0430,18.678885,5
SPLUS-n11s22.fits,J0430,18.327894,10
SPLUS-n11s22.fits,J0430,16.061472,50
SPLUS-n11s22.fits,J0515,19.468418,3
SPLUS-n11s22.fits,J0515,18.969948,5
SPLUS-n11s22.fits,J0515,18.838665,10
SPLUS-n11s22.fits,J0515,16.70116,50
SPLUS-n11s22.fits,J0660,21.197813,3
SPLUS-n11s22.fits,J0660,20.486172,5
SPLUS-n11s22.fits,J0660,19.13279,10
SPLUS-n11s22.fits,J0660,17.675785,50
SPLUS-n11s22.fits,J0861,19.838642,3
SPLUS-n11s22.fits,J0861,19.195038,5
SPLUS-n11s22.fits,J0861,17.917852,10
SPLUS-n11s22.fits,J0861,16.637674,50
SPLUS-n11s22.fits,i,20.719656,3
SPLUS-n11s22.fits,i,19.870749,5
SPLUS-n11s22.fits,i,18.722519,10
SPLUS-n11s22.fits,i,17.653612,50
SPLUS-n11s22.fits,r,21.15697,3
SPLUS-n11s22.fits,r,20.050972,5
SPLUS-n11s22.fits,r,19.409655,10
SPLUS-n11s22.fits,r,18.091984,50
SPLUS-n11s22.fits,u,20.524925,3
SPLUS-n11s22.fits,u,19.887993,5
SPLUS-n11s22.fits,u,18.683283,10
SPLUS-n11s22.fits,u,17.151823,50
SPLUS-n11s22.fits,z,19.732796,3
SPLUS-n11s22.fits,z,19.0012,5
SPLUS-n11s22.fits,z,18.606174,10
SPLUS-n11s22.fits,z,16.978872,50
SPLUS-n11s22.fits,g,20.744625,3
SPLUS-n11s22.fits,g,19.343237,5
SPLUS-n11s22.fits,g,19.007988,10
SPLUS-n11s22.fits,g,17.751547,50
SPLUS-n11s52.fits,J0378,20.369425,3
SPLUS-n11s52.fits,J0378,19.31819,5
SPLUS-n11s52.fits,J0378,18.942295,10
SPLUS-n11s52.fits,J0378,16.997967,50
SPLUS-n11s52.fits,J0395,20.19308,3
SPLUS-n11s52.fits,J0395,19.331638,5
SPLUS-n11s52.fits,J0395,18.513676,10
SPLUS-n11s52.fits,J0395,16.439266,50
SPLUS-n11s52.fits,J0410,20.23824,3
SPLUS-n11s52.fits,J0410,19.679575,5
SPLUS-n11s52.fits,J0410,19.004536,10
SPLUS-n11s52.fits,J0410,16.972855,50
SPLUS-n11s52.fits,J0430,20.284088,3
SPLUS-n11s52.fits,J0430,19.701744,5
SPLUS-n11s52.fits,J0430,18.937614,10
SPLUS-n11s52.fits,J0430,17.098518,50
SPLUS-n11s52.fits,J0515,20.199053,3
SPLUS-n11s52.fits,J0515,19.847134,5
SPLUS-n11s52.fits,J0515,19.09536,10
SPLUS-n11s52.fits,J0515,16.824242,50
SPLUS-n11s52.fits,J0660,20.416416,3
SPLUS-n11s52.fits,J0660,19.780502,5
SPLUS-n11s52.fits,J0660,18.9096,10
SPLUS-n11s52.fits,J0660,17.4931,50
SPLUS-n11s52.fits,J0861,19.441303,3
SPLUS-n11s52.fits,J0861,18.94131,5
SPLUS-n11s52.fits,J0861,17.712059,10
SPLUS-n11s52.fits,J0861,16.346077,50
SPLUS-n11s52.fits,i,20.320961,3
SPLUS-n11s52.fits,i,19.824425,5
SPLUS-n11s52.fits,i,18.698833,10
SPLUS-n11s52.fits,i,17.453812,50
SPLUS-n11s52.fits,r,20.849314,3
SPLUS-n11s52.fits,r,20.116108,5
SPLUS-n11s52.fits,r,19.580736,10
SPLUS-n11s52.fits,r,17.711502,50
SPLUS-n11s52.fits,u,20.691885,3
SPLUS-n11s52.fits,u,20.105793,5
SPLUS-n11s52.fits,u,18.793936,10
SPLUS-n11s52.fits,u,16.949406,50
SPLUS-n11s52.fits,z,19.50824,3
SPLUS-n11s52.fits,z,18.878918,5
SPLUS-n11s52.fits,z,18.448875,10
SPLUS-n11s52.fits,z,16.214083,50
SPLUS-n11s52.fits,g,21.274553,3
SPLUS-n11s52.fits,g,20.465101,5
SPLUS-n11s52.fits,g,19.566475,10
SPLUS-n11s52.fits,g,18.268936,50
SPLUS-s20s30.fits,J0378,19.937489,3
SPLUS-s20s30.fits,J0378,18.715605,5
SPLUS-s20s30.fits,J0378,18.69749,10
SPLUS-s20s30.fits,J0378,16.790176,50
SPLUS-s20s30.fits,J0395,19.81646,3
SPLUS-s20s30.fits,J0395,18.692505,5
SPLUS-s20s30.fits,J0395,18.37342,10
SPLUS-s20s30.fits,J0395,16.530922,50
SPLUS-s20s30.fits,J0410,19.701067,3
SPLUS-s20s30.fits,J0410,18.146221,5
SPLUS-s20s30.fits,J0410,18.154387,10
SPLUS-s20s30.fits,J0410,16.219725,50
SPLUS-s20s30.fits,J0430,19.912392,3
SPLUS-s20s30.fits,J0430,18.84346,5
SPLUS-s20s30.fits,J0430,18.018135,10
SPLUS-s20s30.fits,J0430,16.643986,50
SPLUS-s20s30.fits,J0515,19.844189,3
SPLUS-s20s30.fits,J0515,19.053661,5
SPLUS-s20s30.fits,J0515,18.530478,10
SPLUS-s20s30.fits,J0515,16.767727,50
SPLUS-s20s30.fits,J0660,20.22271,3
SPLUS-s20s30.fits,J0660,19.638996,5
SPLUS-s20s30.fits,J0660,18.96006,10
SPLUS-s20s30.fits,J0660,16.808552,50
SPLUS-s20s30.fits,J0861,19.56207,3
SPLUS-s20s30.fits,J0861,18.612959,5
SPLUS-s20s30.fits,J0861,17.617807,10
SPLUS-s20s30.fits,J0861,16.056461,50
SPLUS-s20s30.fits,i,20.412342,3
SPLUS-s20s30.fits,i,19.916555,5
SPLUS-s20s30.fits,i,18.94806,10
SPLUS-s20s30.fits,i,17.360796,50
SPLUS-s20s30.fits,r,20.503868,3
SPLUS-s20s30.fits,r,20.082998,5
SPLUS-s20s30.fits,r,19.215706,10
SPLUS-s20s30.fits,r,17.72916,50
SPLUS-s20s30.fits,u,19.884876,3
SPLUS-s20s30.fits,u,19.411953,5
SPLUS-s20s30.fits,u,18.398544,10
SPLUS-s20s30.fits,u,16.912216,50
SPLUS-s20s30.fits,z,19.656342,3
SPLUS-s20s30.fits,z,19.29059,5
SPLUS-s20s30.fits,z,18.312271,10
SPLUS-s20s30.fits,z,16.945395,50
SPLUS-s20s30.fits,g,20.624165,3
SPLUS-s20s30.fits,g,19.8544,5
SPLUS-s20s30.fits,g,19.408533,10
SPLUS-s20s30.fits,g,17.340961,50
SPLUS-n13s47.fits,J0378,20.013968,3
SPLUS-n13s47.fits,J0378,18.494324,5
SPLUS-n13s47.fits,J0378,18.492867,10
SPLUS-n13s47.fits,J0378,16.604588,50
SPLUS-n13s47.fits,J0395,19.494823,3
SPLUS-n13s47.fits,J0395,19.068779,5
SPLUS-n13s47.fits,J0395,17.938309,10
SPLUS-n13s47.fits,J0395,16.29451,50
SPLUS-n13s47.fits,J0410,19.49385,3
SPLUS-n13s47.fits,J0410,19.109964,5
SPLUS-n13s47.fits,J0410,17.866953,10
SPLUS-n13s47.fits,J0410,16.493143,50
SPLUS-n13s47.fits,J0430,19.39161,3
SPLUS-n13s47.fits,J0430,18.737375,5
SPLUS-n13s47.fits,J0430,17.716064,10
SPLUS-n13s47.fits,J0430,16.611614,50
SPLUS-n13s47.fits,J0515,19.913082,3
SPLUS-n13s47.fits,J0515,19.273304,5
SPLUS-n13s47.fits,J0515,18.567028,10
SPLUS-n13s47.fits,J0515,16.618176,50
SPLUS-n13s47.fits,J0660,20.660141,3
SPLUS-n13s47.fits,J0660,19.989754,5
SPLUS-n13s47.fits,J0660,19.006094,10
SPLUS-n13s47.fits,J0660,17.298065,50
SPLUS-n13s47.fits,J0861,19.114758,3
SPLUS-n13s47.fits,J0861,18.827225,5
SPLUS-n13s47.fits,J0861,17.589298,10
SPLUS-n13s47.fits,J0861,16.402374,50
SPLUS-n13s47.fits,i,20.294174,3
SPLUS-n13s47.fits,i,19.475653,5
SPLUS-n13s47.fits,i,18.850004,10
SPLUS-n13s47.fits,i,17.370777,50
SPLUS-n13s47.fits,r,20.64985,3
SPLUS-n13s47.fits,r,19.881386,5
SPLUS-n13s47.fits,r,19.119608,10
SPLUS-n13s47.fits,r,17.58464,50
SPLUS-n13s47.fits,u,20.277367,3
SPLUS-n13s47.fits,u,19.514557,5
SPLUS-n13s47.fits,u,18.605375,10
SPLUS-n13s47.fits,u,17.3899,50
SPLUS-n13s47.fits,z,19.35616,3
SPLUS-n13s47.fits,z,18.823782,5
SPLUS-n13s47.fits,z,18.114511,10
SPLUS-n13s47.fits,z,16.490763,50
SPLUS-n13s47.fits,g,20.585312,3
SPLUS-n13s47.fits,g,19.675072,5
SPLUS-n13s47.fits,g,19.49229,10
SPLUS-n13s47.fits,g,17.406612,50
SPLUS-n05s01.fits,J0378,20.744133,3
SPLUS-n05s01.fits,J0378,19.897964,5
SPLUS-n05s01.fits,J0378,18.352629,10
SPLUS-n05s01.fits,J0378,16.506691,50
SPLUS-n05s01.fits,J0395,20.35197,3
SPLUS-n05s01.fits,J0395,19.759682,5
SPLUS-n05s01.fits,J0395,17.720139,10
SPLUS-n05s01.fits,J0395,16.414234,50
SPLUS-n05s01.fits,J0410,20.102375,3
SPLUS-n05s01.fits,J0410,19.903183,5
SPLUS-n05s01.fits,J0410,19.177502,10
SPLUS-n05s01.fits,J0410,16.832703,50
SPLUS-n05s01.fits,J0430,20.116943,3
SPLUS-n05s01.fits,J0430,19.754694,5
SPLUS-n05s01.fits,J0430,18.217278,10
SPLUS-n05s01.fits,J0430,16.851828,50
SPLUS-n05s01.fits,J0515,20.512985,3
SPLUS-n05s01.fits,J0515,19.421383,5
SPLUS-n05s01.fits,J0515,19.433533,10
SPLUS-n05s01.fits,J0515,17.525085,50
SPLUS-n05s01.fits,J0660,21.343403,3
SPLUS-n05s01.fits,J0660,20.640747,5
SPLUS-n05s01.fits,J0660,19.655676,10
SPLUS-n05s01.fits,J0660,18.43385,50
SPLUS-n05s01.fits,J0861,20.403522,3
SPLUS-n05s01.fits,J0861,19.368217,5
SPLUS-n05s01.fits,J0861,18.676975,10
SPLUS-n05s01.fits,J0861,17.122402,50
SPLUS-n05s01.fits,i,21.260212,3
SPLUS-n05s01.fits,i,20.506216,5
SPLUS-n05s01.fits,i,19.654305,10
SPLUS-n05s01.fits,i,18.084663,50
SPLUS-n05s01.fits,r,21.678436,3
SPLUS-n05s01.fits,r,20.710564,5
SPLUS-n05s01.fits,r,19.923096,10
SPLUS-n05s01.fits,r,18.009525,50
SPLUS-n05s01.fits,u,21.062935,3
SPLUS-n05s01.fits,u,20.35194,5
SPLUS-n05s01.fits,u,18.8349,10
SPLUS-n05s01.fits,u,17.778137,50
SPLUS-n05s01.fits,z,20.486137,3
SPLUS-n05s01.fits,z,19.691555,5
SPLUS-n05s01.fits,z,18.867167,10
SPLUS-n05s01.fits,z,17.579655,50
SPLUS-n05s01.fits,g,21.708359,3
SPLUS-n05s01.fits,g,20.811419,5
SPLUS-n05s01.fits,g,19.613739,10
SPLUS-n05s01.fits,g,18.38256,50
SPLUS-n04s42.fits,J0378,19.99084,3
SPLUS-n04s42.fits,J0378,19.551788,5
SPLUS-n04s42.fits,J0378,17.817627,10
SPLUS-n04s42.fits,J0378,16.861664,50
SPLUS-n04s42.fits,J0395,19.745121,3
SPLUS-n04s42.fits,J0395,17.444138,5
SPLUS-n04s42.fits,J0395,17.439968,10
SPLUS-n04s42.fits,J0395,16.519257,50
SPLUS-n04s42.fits,J0410,19.598265,3
SPLUS-n04s42.fits,J0410,18.976967,5
SPLUS-n04s42.fits,J0410,18.024593,10
SPLUS-n04s42.fits,J0410,16.180103,50
SPLUS-n04s42.fits,J0430,19.420998,3
SPLUS-n04s42.fits,J0430,18.811668,5
SPLUS-n04s42.fits,J0430,18.107895,10
SPLUS-n04s42.fits,J0430,16.229475,50
SPLUS-n04s42.fits,J0515,19.571016,3
SPLUS-n04s42.fits,J0515,19.014793,5
SPLUS-n04s42.fits,J0515,18.26707,10
SPLUS-n04s42.fits,J0515,16.190155,50
SPLUS-n04s42.fits,J0660,20.34564,3
SPLUS-n04s42.fits,J0660,19.658268,5
SPLUS-n04s42.fits,J0660,18.925337,10
SPLUS-n04s42.fits,J0660,17.46925,50
SPLUS-n04s42.fits,J0861,19.401314,3
SPLUS-n04s42.fits,J0861,18.60408,5
SPLUS-n04s42.fits,J0861,18.10311,10
SPLUS-n04s42.fits,J0861,16.336336,50
SPLUS-n04s42.fits,i,20.08969,3
SPLUS-n04s42.fits,i,19.505796,5
SPLUS-n04s42.fits,i,18.62305,10
SPLUS-n04s42.fits,i,17.365196,50
SPLUS-n04s42.fits,r,20.743057,3
SPLUS-n04s42.fits,r,20.052433,5
SPLUS-n04s42.fits,r,19.269474,10
SPLUS-n04s42.fits,r,17.567623,50
SPLUS-n04s42.fits,u,20.32262,3
SPLUS-n04s42.fits,u,19.69578,5
SPLUS-n04s42.fits,u,19.066082,10
SPLUS-n04s42.fits,u,17.318943,50
SPLUS-n04s42.fits,z,19.433922,3
SPLUS-n04s42.fits,z,18.993637,5
SPLUS-n04s42.fits,z,18.088295,10
SPLUS-n04s42.fits,z,16.761076,50
SPLUS-n04s42.fits,g,20.43895,3
SPLUS-n04s42.fits,g,19.427343,5
SPLUS-n04s42.fits,g,19.246407,10
SPLUS-n04s42.fits,g,17.210125,50
STRIPE82_0011.fits,J0378,20.539463,3
STRIPE82_0011.fits,J0378,18.754723,5
STRIPE82_0011.fits,J0378,17.978748,10
STRIPE82_0011.fits,J0378,16.892385,50
STRIPE82_0011.fits,J0395,19.674726,3
STRIPE82_0011.fits,J0395,18.643963,5
STRIPE82_0011.fits,J0395,17.448534,10
STRIPE82_0011.fits,J0395,16.816254,50
STRIPE82_0011.fits,J0410,20.230022,3
STRIPE82_0011.fits,J0410,19.168385,5
STRIPE82_0011.fits,J0410,17.733765,10
STRIPE82_0011.fits,J0410,17.144178,50
STRIPE82_0011.fits,J0430,20.29077,3
STRIPE82_0011.fits,J0430,19.112312,5
STRIPE82_0011.fits,J0430,17.925022,10
STRIPE82_0011.fits,J0430,17.033009,50
STRIPE82_0011.fits,J0515,20.42473,3
STRIPE82_0011.fits,J0515,19.768682,5
STRIPE82_0011.fits,J0515,18.427843,10
STRIPE82_0011.fits,J0515,17.582764,50
STRIPE82_0011.fits,J0660,21.0537,3
STRIPE82_0011.fits,J0660,20.318474,5
STRIPE82_0011.fits,J0660,19.229406,10
STRIPE82_0011.fits,J0660,17.655539,50
STRIPE82_0011.fits,J0861,19.924995,3
STRIPE82_0011.fits,J0861,19.343828,5
STRIPE82_0011.fits,J0861,18.263828,10
STRIPE82_0011.fits,J0861,16.887802,50
STRIPE82_0011.fits,i,21.003258,3
STRIPE82_0011.fits,i,20.223804,5
STRIPE82_0011.fits,i,19.264864,10
STRIPE82_0011.fits,i,17.13602,50
STRIPE82_0011.fits,r,21.409737,3
STRIPE82_0011.fits,r,20.298637,5
STRIPE82_0011.fits,r,19.387844,10
STRIPE82_0011.fits,r,17.918594,50
STRIPE82_0011.fits,u,20.463165,3
STRIPE82_0011.fits,u,19.017921,5
STRIPE82_0011.fits,u,19.03574,10
STRIPE82_0011.fits,u,17.032835,50
STRIPE82_0011.fits,z,20.303892,3
STRIPE82_0011.fits,z,19.435001,5
STRIPE82_0011.fits,z,18.512775,10
STRIPE82_0011.fits,z,16.944275,50
STRIPE82_0011.fits,g,21.298403,3
STRIPE82_0011.fits,g,20.583439,5
STRIPE82_0011.fits,g,19.54574,10
STRIPE82_0011.fits,g,17.913754,50
SPLUS-s02s01.fits,J0378,20.43589,3
SPLUS-s02s01.fits,J0378,19.873222,5
SPLUS-s02s01.fits,J0378,18.695412,10
SPLUS-s02s01.fits,J0378,16.278797,50
SPLUS-s02s01.fits,J0395,20.300285,3
SPLUS-s02s01.fits,J0395,19.615738,5
SPLUS-s02s01.fits,J0395,18.45187,10
SPLUS-s02s01.fits,J0395,16.45599,50
SPLUS-s02s01.fits,J0410,20.236942,3
SPLUS-s02s01.fits,J0410,19.573532,5
SPLUS-s02s01.fits,J0410,18.903584,10
SPLUS-s02s01.fits,J0410,16.655708,50
SPLUS-s02s01.fits,J0430,20.29797,3
SPLUS-s02s01.fits,J0430,19.742113,5
SPLUS-s02s01.fits,J0430,18.853298,10
SPLUS-s02s01.fits,J0430,16.907305,50
SPLUS-s02s01.fits,J0515,20.480345,3
SPLUS-s02s01.fits,J0515,19.73537,5
SPLUS-s02s01.fits,J0515,19.135038,10
SPLUS-s02s01.fits,J0515,17.205765,50
SPLUS-s02s01.fits,J0660,21.33684,3
SPLUS-s02s01.fits,J0660,20.497265,5
SPLUS-s02s01.fits,J0660,19.66489,10
SPLUS-s02s01.fits,J0660,18.198868,50
SPLUS-s02s01.fits,J0861,19.595657,3
SPLUS-s02s01.fits,J0861,19.61599,5
SPLUS-s02s01.fits,J0861,18.712717,10
SPLUS-s02s01.fits,J0861,16.60991,50
SPLUS-s02s01.fits,i,20.937681,3
SPLUS-s02s01.fits,i,19.862816,5
SPLUS-s02s01.fits,i,19.46053,10
SPLUS-s02s01.fits,i,17.71815,50
SPLUS-s02s01.fits,r,21.303421,3
SPLUS-s02s01.fits,r,20.414524,5
SPLUS-s02s01.fits,r,19.572803,10
SPLUS-s02s01.fits,r,17.784437,50
SPLUS-s02s01.fits,u,20.71191,3
SPLUS-s02s01.fits,u,20.159359,5
SPLUS-s02s01.fits,u,18.32404,10
SPLUS-s02s01.fits,u,17.32695,50
SPLUS-s02s01.fits,z,20.153835,3
SPLUS-s02s01.fits,z,19.33921,5
SPLUS-s02s01.fits,z,18.32494,10
SPLUS-s02s01.fits,z,17.259663,50
SPLUS-s02s01.fits,g,21.39817,3
SPLUS-s02s01.fits,g,21.00541,5
SPLUS-s02s01.fits,g,19.612804,10
SPLUS-s02s01.fits,g,18.49321,50
SPLUS-s25s19.fits,J0378,19.923115,3
SPLUS-s25s19.fits,J0378,18.822119,5
SPLUS-s25s19.fits,J0378,17.930717,10
SPLUS-s25s19.fits,J0378,16.9781,50
SPLUS-s25s19.fits,J0395,19.779005,3
SPLUS-s25s19.fits,J0395,17.028614,5
SPLUS-s25s19.fits,J0395,17.689617,10
SPLUS-s25s19.fits,J0395,16.575825,50
SPLUS-s25s19.fits,J0410,19.487207,3
SPLUS-s25s19.fits,J0410,19.202885,5
SPLUS-s25s19.fits,J0410,18.231518,10
SPLUS-s25s19.fits,J0410,16.351452,50
SPLUS-s25s19.fits,J0430,19.169485,3
SPLUS-s25s19.fits,J0430,19.182922,5
SPLUS-s25s19.fits,J0430,18.642376,10
SPLUS-s25s19.fits,J0430,16.346989,50
SPLUS-s25s19.fits,J0515,19.736115,3
SPLUS-s25s19.fits,J0515,18.826118,5
SPLUS-s25s19.fits,J0515,18.006947,10
SPLUS-s25s19.fits,J0515,16.74401,50
SPLUS-s25s19.fits,J0660,20.752356,3
SPLUS-s25s19.fits,J0660,19.988499,5
SPLUS-s25s19.fits,J0660,19.018747,10
SPLUS-s25s19.fits,J0660,17.813158,50
SPLUS-s25s19.fits,J0861,20.089409,3
SPLUS-s25s19.fits,J0861,19.12318,5
SPLUS-s25s19.fits,J0861,18.423061,10
SPLUS-s25s19.fits,J0861,16.520844,50
SPLUS-s25s19.fits,i,20.63329,3
SPLUS-s25s19.fits,i,20.178757,5
SPLUS-s25s19.fits,i,18.96589,10
SPLUS-s25s19.fits,i,16.871178,50
SPLUS-s25s19.fits,r,20.99297,3
SPLUS-s25s19.fits,r,20.25954,5
SPLUS-s25s19.fits,r,19.203865,10
SPLUS-s25s19.fits,r,17.828447,50
SPLUS-s25s19.fits,u,20.17409,3
SPLUS-s25s19.fits,u,19.833893,5
SPLUS-s25s19.fits,u,19.010307,10
SPLUS-s25s19.fits,u,16.136555,50
SPLUS-s25s19.fits,z,20.254026,3
SPLUS-s25s19.fits,z,19.271545,5
SPLUS-s25s19.fits,z,18.612812,10
SPLUS-s25s19.fits,z,17.08731,50
SPLUS-s25s19.fits,g,20.62716,3
SPLUS-s25s19.fits,g,19.765347,5
SPLUS-s25s19.fits,g,19.109196,10
SPLUS-s25s19.fits,g,17.414581,50
SPLUS-n18s11.fits,J0378,20.33796,3
SPLUS-n18s11.fits,J0378,19.573387,5
SPLUS-n18s11.fits,J0378,18.258417,10
SPLUS-n18s11.fits,J0378,17.058754,50
SPLUS-n18s11.fits,J0395,19.978832,3
SPLUS-n18s11.fits,J0395,19.308706,5
SPLUS-n18s11.fits,J0395,18.339415,10
SPLUS-n18s11.fits,J0395,16.750587,50
SPLUS-n18s11.fits,J0410,19.74414,3
SPLUS-n18s11.fits,J0410,18.81017,5
SPLUS-n18s11.fits,J0410,18.7187,10
SPLUS-n18s11.fits,J0410,16.132002,50
SPLUS-n18s11.fits,J0430,19.924942,3
SPLUS-n18s11.fits,J0430,18.927105,5
SPLUS-n18s11.fits,J0430,18.319408,10
SPLUS-n18s11.fits,J0430,16.821953,50
SPLUS-n18s11.fits,J0515,20.277359,3
SPLUS-n18s11.fits,J0515,19.55685,5
SPLUS-n18s11.fits,J0515,18.17867,10
SPLUS-n18s11.fits,J0515,17.238539,50
SPLUS-n18s11.fits,J0660,20.901066,3
SPLUS-n18s11.fits,J0660,20.047176,5
SPLUS-n18s11.fits,J0660,19.41032,10
SPLUS-n18s11.fits,J0660,17.640514,50
SPLUS-n18s11.fits,J0861,19.541784,3
SPLUS-n18s11.fits,J0861,18.915316,5
SPLUS-n18s11.fits,J0861,17.971323,10
SPLUS-n18s11.fits,J0861,16.568722,50
SPLUS-n18s11.fits,i,20.526747,3
SPLUS-n18s11.fits,i,20.114151,5
SPLUS-n18s11.fits,i,18.95123,10
SPLUS-n18s11.fits,i,17.608795,50
SPLUS-n18s11.fits,r,20.679428,3
SPLUS-n18s11.fits,r,20.211926,5
SPLUS-n18s11.fits,r,19.687803,10
SPLUS-n18s11.fits,r,18.014322,50
SPLUS-n18s11.fits,u,20.453438,3
SPLUS-n18s11.fits,u,19.914345,5
SPLUS-n18s11.fits,u,18.469448,10
SPLUS-n18s11.fits,u,16.91541,50
SPLUS-n18s11.fits,z,19.736162,3
SPLUS-n18s11.fits,z,19.23402,5
SPLUS-n18s11.fits,z,17.988853,10
SPLUS-n18s11.fits,z,16.574535,50
SPLUS-n18s11.fits,g,21.219425,3
SPLUS-n18s11.fits,g,20.4382,5
SPLUS-n18s11.fits,g,19.441921,10
SPLUS-n18s11.fits,g,18.177858,50
SPLUS-n03n02.fits,J0378,20.272264,3
SPLUS-n03n02.fits,J0378,19.84078,5
SPLUS-n03n02.fits,J0378,18.083855,10
SPLUS-n03n02.fits,J0378,16.863815,50
SPLUS-n03n02.fits,J0395,19.670692,3
SPLUS-n03n02.fits,J0395,19.277012,5
SPLUS-n03n02.fits,J0395,17.673122,10
SPLUS-n03n02.fits,J0395,16.325035,50
SPLUS-n03n02.fits,J0410,19.995909,3
SPLUS-n03n02.fits,J0410,19.51825,5
SPLUS-n03n02.fits,J0410,17.983997,10
SPLUS-n03n02.fits,J0410,16.456036,50
SPLUS-n03n02.fits,J0430,20.102226,3
SPLUS-n03n02.fits,J0430,19.122097,5
SPLUS-n03n02.fits,J0430,17.519566,10
SPLUS-n03n02.fits,J0430,16.562263,50
SPLUS-n03n02.fits,J0515,19.93789,3
SPLUS-n03n02.fits,J0515,19.514156,5
SPLUS-n03n02.fits,J0515,18.31608,10
SPLUS-n03n02.fits,J0515,16.98719,50
SPLUS-n03n02.fits,J0660,20.686104,3
SPLUS-n03n02.fits,J0660,19.988676,5
SPLUS-n03n02.fits,J0660,19.240072,10
SPLUS-n03n02.fits,J0660,17.42172,50
SPLUS-n03n02.fits,J0861,19.426281,3
SPLUS-n03n02.fits,J0861,18.99181,5
SPLUS-n03n02.fits,J0861,18.149433,10
SPLUS-n03n02.fits,J0861,16.5029,50
SPLUS-n03n02.fits,i,20.530178,3
SPLUS-n03n02.fits,i,19.858192,5
SPLUS-n03n02.fits,i,18.985733,10
SPLUS-n03n02.fits,i,17.492552,50
SPLUS-n03n02.fits,r,21.243038,3
SPLUS-n03n02.fits,r,20.234762,5
SPLUS-n03n02.fits,r,19.389992,10
SPLUS-n03n02.fits,r,17.707874,50
SPLUS-n03n02.fits,u,20.490059,3
SPLUS-n03n02.fits,u,19.056606,5
SPLUS-n03n02.fits,u,19.056765,10
SPLUS-n03n02.fits,u,16.8512,50
SPLUS-n03n02.fits,z,19.793755,3
SPLUS-n03n02.fits,z,18.900764,5
SPLUS-n03n02.fits,z,18.603394,10
SPLUS-n03n02.fits,z,16.796928,50
SPLUS-n03n02.fits,g,20.990849,3
SPLUS-n03n02.fits,g,20.259052,5
SPLUS-n03n02.fits,g,19.109093,10
SPLUS-n03n02.fits,g,18.053448,50
SPLUS-s36s38.fits,J0378,20.598286,3
SPLUS-s36s38.fits,J0378,19.88388,5
SPLUS-s36s38.fits,J0378,17.759197,10
SPLUS-s36s38.fits,J0378,16.671131,50
SPLUS-s36s38.fits,J0395,20.16948,3
SPLUS-s36s38.fits,J0395,19.562042,5
SPLUS-s36s38.fits,J0395,17.577572,10
SPLUS-s36s38.fits,J0395,16.365513,50
SPLUS-s36s38.fits,J0410,20.281052,3
SPLUS-s36s38.fits,J0410,19.594013,5
SPLUS-s36s38.fits,J0410,18.496445,10
SPLUS-s36s38.fits,J0410,16.218952,50
SPLUS-s36s38.fits,J0430,20.282038,3
SPLUS-s36s38.fits,J0430,19.82417,5
SPLUS-s36s38.fits,J0430,18.975634,10
SPLUS-s36s38.fits,J0430,16.829765,50
SPLUS-s36s38.fits,J0515,20.254238,3
SPLUS-s36s38.fits,J0515,19.524223,5
SPLUS-s36s38.fits,J0515,19.226274,10
SPLUS-s36s38.fits,J0515,16.937094,50
SPLUS-s36s38.fits,J0660,21.227947,3
SPLUS-s36s38.fits,J0660,20.551727,5
SPLUS-s36s38.fits,J0660,19.388468,10
SPLUS-s36s38.fits,J0660,17.951757,50
SPLUS-s36s38.fits,J0861,20.400146,3
SPLUS-s36s38.fits,J0861,19.75697,5
SPLUS-s36s38.fits,J0861,18.738932,10
SPLUS-s36s38.fits,J0861,17.382212,50
SPLUS-s36s38.fits,i,21.088707,3
SPLUS-s36s38.fits,i,20.475994,5
SPLUS-s36s38.fits,i,19.714622,10
SPLUS-s36s38.fits,i,18.205076,50
SPLUS-s36s38.fits,r,21.19894,3
SPLUS-s36s38.fits,r,20.41536,5
SPLUS-s36s38.fits,r,19.690945,10
SPLUS-s36s38.fits,r,18.32581,50
SPLUS-s36s38.fits,u,20.782333,3
SPLUS-s36s38.fits,u,19.603447,5
SPLUS-s36s38.fits,u,19.597458,10
SPLUS-s36s38.fits,u,17.601822,50
SPLUS-s36s38.fits,z,20.502007,3
SPLUS-s36s38.fits,z,19.607586,5
SPLUS-s36s38.fits,z,18.960148,10
SPLUS-s36s38.fits,z,17.581675,50
SPLUS-s36s38.fits,g,20.88276,3
SPLUS-s36s38.fits,g,20.151081,5
SPLUS-s36s38.fits,g,19.273405,10
SPLUS-s36s38.fits,g,18.153069,50
SPLUS-s24s11.fits,J0378,20.237381,3
SPLUS-s24s11.fits,J0378,18.255417,5
SPLUS-s24s11.fits,J0378,17.959942,10
SPLUS-s24s11.fits,J0378,16.501225,50
SPLUS-s24s11.fits,J0395,19.465477,3
SPLUS-s24s11.fits,J0395,19.479067,5
SPLUS-s24s11.fits,J0395,17.845665,10
SPLUS-s24s11.fits,J0395,16.134972,50
SPLUS-s24s11.fits,J0410,20.004173,3
